record_num,timestamp_ms,elapsed_ms,config,hex_bytes
13,360012,3018,500k_8E1,5C C7 33 56 56 A5 35 9A 35 35 A6 5C C7 33 35 5A 35 65 35 56 35 35 AA A9 AA AA 5A 65 AA 35
14,360301,3307,500k_8E1,5C C7 33 56 96 A5 35 6A 35 35 99 5C C7 33 35 5A 35 65 35 56 99 99 AA A9 35 35 66 65 96 35
15,360600,3606,500k_8E1,5C C7 33 35 96 A5 35 9A 35 35 6A 00 5C C7 33 35 5A 35 65 35 56 35 35 AA A9 AA AA 5A 65 AA 35
16,360901,3907,500k_8E1,5C C7 33 56 56 A5 35 9A 35 35 A6 5C C7 33 35 5A 35 65 35 56 35 35 AA A9 AA AA 5A 65 AA 35
17,361201,4207,500k_8E1,5C C7 33 56 96 A5 35 6A 35 35 99 5C C7 33 35 5A 35 65 35 56 99 99 AA A9 35 35 66 65 96 35
18,361500,4506,500k_8E1,5C C7 33 35 96 A5 35 9A 35 35 6A 5C C7 33 35 5A 35 65 35 56 35 35 AA A9 AA AA 5A 65 AA 35
19,361800,4806,500k_8E1,5C C7 33 56 56 A5 35 9A 35 35 A6 5C C7 33 35 5A 35 65 35 56 35 35 AA A9 AA AA 5A 65 AA 35
20,361898,4904,500k_8E1,5C C7 33 35 95 35 59 AA AA AA AA 5A 65 99 59 C0
21,361915,4921,500k_8E1,5C C7 33 35 95 35 59 AA AA AA AA 5A 65 99 59 80 5C C7 33 35 5A 35 35 65 35 35 56
22,361930,4936,500k_8E1,5C C7 33 56 35 35 59 AA AA AA AA 96 65 99 65 E0 5C C7 33 35 5A 35 35 65 35 35 56
23,361941,4947,500k_8E1,5C C7 33 56 95 35 59 AA AA AA AA AA 65 99 69 C0 5C C7 33 35 5A 35 35 65 35 35 56
24,362105,5111,500k_8E1,5C C7 33 56 96 A5 35 6A 35 35 99 00 5C C7 33 35 5A 35 65 35 56 99 99 AA A9 35 35 66 65 96 35
25,362409,5415,500k_8E1,5C C7 33 35 96 A5 35 9A 35 35 6A 80 5C C7 33 35 5A 35 65 35 56 35 35 AA A9 AA AA 5A 65 AA 35
26,362468,5474,500k_8E1,5C C7 33 35 96 A5 65 96 AA AA AA AA 5A AA AA A5 6A A9 9A 80 5C C7 33 35 5A 35 35 65 35 35 56 5C C7 33 56 56 A5 65 95 59 AA AA 95 35 AA AA 65 5A A5 9A FE 5C C7 33 35 5A 35 35 65 35 35 56 5C C7 33 56 96 A5 65 99 35 AA AA 35 35 AA AA 9A 5A 99 56 FF 5C C7 33 35 5A 35 35 65 35 35 56
27,362704,5710,500k_8E1,5C C7 33 56 56 A5 35 9A 35 35 A6 5C C7 33 35 5A 35 65 35 56 35 35 AA A9 AA AA 5A 65 AA 35
28,363010,6016,500k_8E1,5C C7 33 56 96 A5 35 6A 35 35 99 5C C7 33 35 5A 35 65 35 56 99 99 AA A9 35 35 66 65 96 35
29,363311,6317,500k_8E1,5C C7 33 35 96 A5 35 9A 35 35 6A 5C C7 33 35 5A 35 65 35 56 35 35 AA A9 AA AA 5A 65 AA 35
30,363611,6617,500k_8E1,5C C7 33 56 56 A5 35 9A 35 35 A6 5C C7 33 35 5A 35 65 35 56 35 35 AA A9 AA AA 5A 65 AA 35
31,363912,6918,500k_8E1,5C C7 33 56 96 A5 35 6A 35 35 99 5C C7 33 35 5A 35 65 35 56 99 99 AA A9 35 35 66 65 96 35
