record_num,timestamp_ms,elapsed_ms,config,hex_bytes
55,1298574,12947,500k_8E1,5C C7 33 56 35 35 59 AA AA AA AA 96 65 99 65 C0 5C C7 33 35 5A 35 35 65 35 35 56
56,1298586,12959,500k_8E1,5C C7 33 56 95 35 59 AA AA AA AA AA 65 99 69 00 5C C7 33 35 5A 35 35 65 35 35 56
57,1298853,13226,500k_8E1,5C C7 33 56 96 A5 35 6A 35 35 99 5C C7 33 35 5A 35 65 35 35 99 99 35 56 35 35 66 95 A6 35
58,1299114,13487,500k_8E1,5C C7 33 35 96 A5 65 96 AA AA AA AA 5A AA AA A5 6A A9 9A 80 5C C7 33 35 5A 35 35 65 35 35 56 5C C7 33 56 56 A5 65 95 59 AA AA 95 35 AA AA 65 5A A5 9A FE 5C C7 33 35 5A 35 35 65 35 35 56 5C C7 33 56 96 A5 65 99 35 AA AA 35 35 AA AA 9A 5A 99 56 FE 5C C7 33 35 5A 35 35 65 35 35 56
59,1299149,13522,500k_8E1,5C C7 33 35 96 A5 35 9A 35 35 6A 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
60,1299446,13819,500k_8E1,5C C7 33 56 56 A5 35 9A 35 35 A6 80 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
61,1299752,14125,500k_8E1,5C C7 33 56 96 A5 35 6A 35 35 99 00 5C C7 33 35 5A 35 65 35 35 99 99 35 56 35 35 66 95 A6 35
62,1300047,14420,500k_8E1,5C C7 33 35 96 A5 35 9A 35 35 6A 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
63,1300347,14720,500k_8E1,5C C7 33 56 56 A5 35 9A 35 35 A6
64,1300367,14740,500k_8E1,5C C7 33 56 56 A5 35 9A 35 35 A6 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
65,1300648,15021,500k_8E1,5C C7 33 56 96 A5 35 6A 35 35 99 5C C7 33 35 5A 35 65 35 35 99 99 35 56 35 35 66 95 A6 35
66,1300957,15330,500k_8E1,5C C7 33 35 96 A5 35 9A 35 35 6A 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
67,1301257,15630,500k_8E1,5C C7 33 56 56 A5 35 9A 35 35 A6 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
68,1301558,15931,500k_8E1,5C C7 33 56 96 A5 35 6A 35 35 99 5C C7 33 35 5A 35 65 35 35 99 99 35 56 35 35 66 95 A6 35
69,1301856,16229,500k_8E1,5C C7 33 35 96 A5 35 9A 35 35 6A 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
70,1302159,16532,500k_8E1,5C C7 33 56 56 A5 35 9A 35 35 A6 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
71,1302460,16833,500k_8E1,5C C7 33 56 96 A5 35 6A 35 35 99
72,1302470,16843,500k_8E1,5C C7 33 56 96 A5 35 6A 35 35 99 5C C7 33 35 5A 35 65 35 35 99 99 35 56 35 35 66 95 A6 35
73,1302760,17133,500k_8E1,5C C7 33 35 96 A5 35 9A 35 35 6A 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
74,1303061,17434,500k_8E1,5C C7 33 56 56 A5 35 9A 35 35 A6 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
75,1303361,17734,500k_8E1,5C C7 33 56 96 A5 35 6A 35 35 99 5C C7 33 35 5A 35 65 35 35 99 99 35 56 35 35 66 95 A6 35
76,1303660,18033,500k_8E1,5C C7 33 35 96 A5 35 9A 35 35 6A 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
77,1303954,18327,500k_8E1,5C C7 33 56 56 A5 35 9A 35 35 A6 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
78,1304117,18490,500k_8E1,5C C7 33 35 96 A5 65 96 AA AA AA AA 5A AA AA A5 6A A9 9A C0 5C C7 33 35 5A 35 35 65 35 35 56 5C C7 33 56 56 A5 65 95 59 AA AA 95 35 AA AA 65 5A A5 9A FE 5C C7 33 35 5A 35 35 65 35 35 56 5C C7 33 56 96 A5 65 99 35 AA AA 35 35 AA AA 9A 5A 99 56 FF 5C C7 33 35 5A 35 35 65 35 35 56
79,1304257,18630,500k_8E1,5C C7 33 56 96 A5 35 6A 35 35 99 5C C7 33 35 5A 35 65 35 35 99 99 35 56 35 35 66 95 A6 35
80,1304562,18935,500k_8E1,5C C7 33 35 96 A5 35 9A 35 35 6A 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
81,1304856,19229,500k_8E1,5C C7 33 56 56 A5 35 9A 35 35 A6 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
82,1305157,19530,500k_8E1,5C C7 33 56 96 A5 35 6A 35 35 99 00
83,1305174,19547,500k_8E1,5C C7 33 56 96 A5 35 6A 35 35 99 5C C7 33 35 5A 35 65 35 35 99 99 35 56 35 35 66 95 A6 35
84,1305463,19836,500k_8E1,5C C7 33 35 96 A5 35 9A 35 35 6A 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
85,1305764,20137,500k_8E1,5C C7 33 56 56 A5 35 9A 35 35 A6 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
86,1306064,20437,500k_8E1,5C C7 33 56 96 A5 35 6A 35 35 99 00 5C C7 33 35 5A 35 65 35 35 99 99 35 56 35 35 66 95 A6 35
87,1306363,20736,500k_8E1,5C C7 33 35 96 A5 35 9A 35 35 6A 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
88,1306663,21036,500k_8E1,5C C7 33 56 56 A5 35 9A 35 35 A6 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
89,1306964,21337,500k_8E1,5C C7 33 56 96 A5 35 6A 35 35 99 00 5C C7 33 35 5A 35 65 35 35 99 99 35 56 35 35 66 95 A6 35
90,1307262,21635,500k_8E1,5C C7 33 35 96 A5 35 9A 35 35 6A 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
91,1307563,21936,500k_8E1,5C C7 33 56 56 A5 35 9A 35 35 A6 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
92,1307863,22236,500k_8E1,5C C7 33 56 96 A5 35 6A 35 35 99 00 5C C7 33 35 5A 35 65 35 35 99 99 35 56 35 35 66 95 A6 35
93,1308162,22535,500k_8E1,5C C7 33 35 96 A5 35 9A 35 35 6A 00 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
94,1308463,22836,500k_8E1,5C C7 33 56 56 A5 35 9A 35 35 A6 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
95,1308769,23142,500k_8E1,5C C7 33 56 96 A5 35 6A 35 35 99 00 5C C7 33 35 5A 35 65 35 35 99 99 35 56 35 35 66 95 A6 35
96,1309064,23437,500k_8E1,5C C7 33 35 96 A5 35 9A 35 35 6A 00 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
97,1309132,23505,500k_8E1,5C C7 33 35 96 A5 65 96 AA AA AA AA 5A AA AA A5 6A A9 9A C0
98,1309150,23523,500k_8E1,5C C7 33 35 96 A5 65 96 AA AA AA AA 5A AA AA A5 6A A9 9A E0 5C C7 33 35 5A 35 35 65 35 35 56 5C C7 33 56 56 A5 65 95 59 AA AA 95 35 AA AA 65 5A A5 9A FC 5C C7 33 35 5A 35 35 65 35 35 56 5C C7 33 56 96 A5 65 99 35 AA AA 35 35 AA AA 9A 5A 99 56 FF
99,1309170,23543,500k_8E1,5C C7 33 56 96 A5 65 99 35 AA AA 35 35 AA AA 9A 5A 99 56 FF 5C C7 33 35 5A 35 35 65 35 35 56
100,1309370,23743,500k_8E1,5C C7 33 56 56 A5 35 9A 35 35 A6
101,1309390,23763,500k_8E1,5C C7 33 56 56 A5 35 9A 35 35 A6 00 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
102,1309553,23926,500k_8E1,5C C7 33 35 95 35 59 AA AA AA AA 5A 65 99 59 E0 5C C7 33 35 5A 35 35 65 35 35 56
103,1309567,23940,500k_8E1,5C C7 33 56 35 35 59 AA AA AA AA 96 65 99 65 80 5C C7 33 35 5A 35 35 65 35 35 56
104,1309579,23952,500k_8E1,5C C7 33 56 95 35 59 AA AA AA AA AA 65 99 69 00 5C C7 33 35 5A 35 35 65 35 35 56
105,1309671,24044,500k_8E1,5C C7 33 56 96 A5 35 6A 35 35 99 5C C7 33 35 5A 35 65 35 35 99 99 35 56 35 35 66 95 A6 35
106,1309969,24342,500k_8E1,5C C7 33 35 96 A5 35 9A 35 35 6A 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
107,1310270,24643,500k_8E1,5C C7 33 56 56 A5 35 9A 35 35 A6 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
108,1310571,24944,500k_8E1,5C C7 33 56 96 A5 35 6A 35 35 99 80 5C C7 33 35 5A 35 65 35 35 99 99 35 56 35 35 66 95 A6 35
109,1310869,25242,500k_8E1,5C C7 33 35 96 A5 35 9A 35 35 6A 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
110,1311170,25543,500k_8E1,5C C7 33 56 56 A5 35 9A 35 35 A6
111,1311183,25556,500k_8E1,5C C7 33 56 56 A5 35 9A 35 35 A6 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
112,1311472,25845,500k_8E1,5C C7 33 56 96 A5 35 6A 35 35 99
113,1311483,25856,500k_8E1,5C C7 33 56 96 A5 35 6A 35 35 99 5C C7 33 35 5A 35 65 35 35 99 99 35 56 35 35 66 95 A6 35
114,1311773,26146,500k_8E1,5C C7 33 35 96 A5 35 9A 35 35 6A 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
115,1312074,26447,500k_8E1,5C C7 33 56 56 A5 35 9A 35 35 A6 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
116,1312374,26747,500k_8E1,5C C7 33 56 96 A5 35 6A 35 35 99 5C C7 33 35 5A 35 65 35 35 99 99 35 56 35 35 66 95 A6 35
117,1312673,27046,500k_8E1,5C C7 33 35 96 A5 35 9A 35 35 6A 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
118,1312973,27346,500k_8E1,5C C7 33 56 56 A5 35 9A 35 35 A6 80 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
119,1313276,27649,500k_8E1,5C C7 33 56 96 A5 35 6A 35 35 99 00 5C C7 33 35 5A 35 65 35 35 99 99 35 56 35 35 66 95 A6 35
120,1313580,27953,500k_8E1,5C C7 33 35 96 A5 35 9A 35 35 6A 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
121,1313877,28250,500k_8E1,5C C7 33 56 56 A5 35 9A 35 35 A6 00 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
122,1314134,28507,500k_8E1,5C C7 33 35 96 A5 65 96 AA AA AA AA 5A AA AA A5 6A A9 9A F0 5C C7 33 35 5A 35 35 65 35 35 56 5C C7 33 56 56 A5 65 95 59 AA AA 95 35 AA AA 65 5A A5 9A FF
123,1314147,28520,500k_8E1,5C C7 33 56 56 A5 65 95 59 AA AA 95 35 AA AA 65 5A A5 9A FC 5C C7 33 35 5A 35 35 65 35 35 56 5C C7 33 56 96 A5 65 99 35 AA AA 35 35 AA AA 9A 5A 99 56 FF 5C C7 33 35 5A 35 35 65 35 35 56
124,1314182,28555,500k_8E1,5C C7 33 56 96 A5 35 6A 35 35 99 00 5C C7 33 35 5A 35 65 35 35 99 99 35 56 35 35 66 95 A6 35
125,1314480,28853,500k_8E1,5C C7 33 35 96 A5 35 9A 35 35 6A 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
126,1314781,29154,500k_8E1,5C C7 33 56 56 A5 35 9A 35 35 A6 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
127,1315081,29454,500k_8E1,5C C7 33 56 96 A5 35 6A 35 35 99 00 5C C7 33 35 5A 35 65 35 35 99 99 35 56 35 35 66 95 A6 35
128,1315380,29753,500k_8E1,5C C7 33 35 96 A5 35 9A 35 35 6A 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
129,1315681,30054,500k_8E1,5C C7 33 56 56 A5 35 9A 35 35 A6 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
130,1315981,30354,500k_8E1,5C C7 33 56 96 A5 35 6A 35 35 99 00 5C C7 33 35 5A 35 65 35 35 99 99 35 56 35 35 66 95 A6 35
131,1316280,30653,500k_8E1,5C C7 33 35 96 A5 35 9A 35 35 6A 00 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
132,1316580,30953,500k_8E1,5C C7 33 56 56 A5 35 9A 35 35 A6 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
133,1316881,31254,500k_8E1,5C C7 33 56 96 A5 35 6A 35 35 99 00 5C C7 33 35 5A 35 65 35 35 99 99 35 56 35 35 66 95 A6 35
134,1317179,31552,500k_8E1,5C C7 33 35 96 A5 35 9A 35 35 6A 00 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
135,1317480,31853,500k_8E1,5C C7 33 56 56 A5 35 9A 35 35 A6 00 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
136,1317781,32154,500k_8E1,5C C7 33 56 96 A5 35 6A 35 35 99 5C C7 33 35 5A 35 65 35 35 99 99 35 56 35 35 66 95 A6 35
137,1318083,32456,500k_8E1,5C C7 33 35 96 A5 35 9A 35 35 6A 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
138,1318390,32763,500k_8E1,5C C7 33 56 56 A5 35 9A 35 35 A6
139,1318404,32777,500k_8E1,5C C7 33 56 56 A5 35 9A 35 35 A6 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
140,1318690,33063,500k_8E1,5C C7 33 56 96 A5 35 6A 35 35 99 5C C7 33 35 5A 35 65 35 35 99 99 35 56 35 35 66 95 A6 35
141,1318983,33356,500k_8E1,5C C7 33 35 96 A5 35 9A 35 35 6A 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
142,1319152,33525,500k_8E1,5C C7 33 35 96 A5 65 96 AA AA AA AA 5A AA AA A5 6A A9 9A C0 5C C7 33 35 5A 35 35 65 35 35 56 5C C7 33 56 56 A5 65 95 59 AA AA 95 35 AA AA 65 5A A5 9A FE 5C C7 33 35 5A 35 35 65 35 35 56 5C C7 33 56 96 A5 65 99 35 AA AA 35 35 AA AA 9A 5A 99 56 FF 5C C7 33 35 5A 35 35 65 35 35 56
143,1319289,33662,500k_8E1,5C C7 33 56 56 A5 35 9A 35 35 A6 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
144,1319590,33963,500k_8E1,5C C7 33 56 96 A5 35 6A 35 35 99 00 5C C7 33 35 5A 35 65 35 35 99 99 35 56 35 35 66 95 A6 35
145,1319889,34262,500k_8E1,5C C7 33 35 96 A5 35 9A 35 35 6A 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
146,1320189,34562,500k_8E1,5C C7 33 56 56 A5 35 9A 35 35 A6 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
147,1320490,34863,500k_8E1,5C C7 33 56 96 A5 35 6A 35 35 99 80 5C C7 33 35 5A 35 65 35 35 99 99 35 56 35 35 66 95 A6 35
148,1320574,34947,500k_8E1,5C C7 33 35 95 35 59 AA AA AA AA 5A 65 99 59 00 5C C7 33 35 5A 35 35 65 35 35 56
149,1320588,34961,500k_8E1,5C C7 33 56 35 35 59 AA AA AA AA 96 65 99 65 00 5C C7 33 35 5A 35 35 65 35 35 56
150,1320600,34973,500k_8E1,5C C7 33 56 95 35 59 AA AA AA AA AA 65 99 69 00
151,1320617,34990,500k_8E1,5C C7 33 56 95 35 59 AA AA AA AA AA 65 99 69 00 5C C7 33 35 5A 35 35 65 35 35 56
152,1320792,35165,500k_8E1,5C C7 33 35 96 A5 35 9A 35 35 6A 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
153,1321093,35466,500k_8E1,5C C7 33 56 56 A5 35 9A 35 35 A6 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
154,1321393,35766,500k_8E1,5C C7 33 56 96 A5 35 6A 35 35 99 5C C7 33 35 5A 35 65 35 35 99 99 35 56 35 35 66 95 A6 35
155,1321692,36065,500k_8E1,5C C7 33 35 96 A5 35 9A 35 35 6A 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
156,1321992,36365,500k_8E1,5C C7 33 56 56 A5 35 9A 35 35 A6 00 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
157,1322293,36666,500k_8E1,5C C7 33 56 96 A5 35 6A 35 35 99 5C C7 33 35 5A 35 65 35 35 99 99 35 56 35 35 66 95 A6 35
158,1322592,36965,500k_8E1,5C C7 33 35 96 A5 35 9A 35 35 6A 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
159,1322898,37271,500k_8E1,5C C7 33 56 56 A5 35 9A 35 35 A6 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
160,1323195,37568,500k_8E1,5C C7 33 56 96 A5 35 6A 35 35 99 5C C7 33 35 5A 35 65 35 35 99 99 35 56 35 35 66 95 A6 35
161,1323499,37872,500k_8E1,5C C7 33 35 96 A5 35 9A 35 35 6A 5C C7 33 35 5A 35 65 35 35 35 35 35 56 35 35 6A 95 AA 35
